Florida,Lycoperdon,subvelatum,2
Florida,Lyophyllum,decastes,2
Florida,Lyophyllum,umbriniceps,2
Florida,Lysurus,cruciatus,2
Florida,Lysurus,mokusin,2
Florida,Lysurus,periphragmoides,2
Florida,Macrohyporia,cocos,2
Florida,Mallocybe,hebelomoides,2
Florida,Mallocybe,leucoloma,2
Florida,Mallocybe,multispora,2
Florida,Marasmiellus,eburneus,2
Florida,Marasmiellus,sanctae-marthae,2
Florida,Marasmiellus,subgraminis,2
Florida,Marasmius,corrugatus,2
Florida,Marasmius,fulvoferrugineus,2
Florida,Marasmius,superabundans,2
Florida,Melanoleuca,ferruginescens,2
Florida,Melanoleuca,odorum,2
Florida,Melanoleuca,watsonii,2
Florida,Mycena,glutinosa,2
Florida,Mycena,inclinata,2
Florida,Mycena,palmivora,2
Florida,Mycena,pura,2
Florida,Mycena,subinclinata,2
Florida,Mycenastrum,corium,2
Florida,Neofavolus,alveolaris,2
Florida,Neolentinus,spretus,2
Florida,Nigroporus,vinosus,2
Florida,Onnia,tomentosus,2
Florida,Oxyporus,corticola,2
Florida,Oxyporus,latemarginatus,2
Florida,Panellus,rhipidium,2
Florida,Panus,tephroleucus,2
Florida,Peniophora,cinerea,2
Florida,Peniophora,incarnata,2
Florida,Peniophora,pruinata,2
Florida,Phellinidium,rufitinctus,2
Florida,Phellinus,fastuosus,2
Florida,Phellinus,pini,2
Florida,Phellinus,punctatiformis,2
Florida,Pholiota,carbonaria,2
Florida,Pholiota,castanea,2
Florida,Phylloporia,corrosus,2
Florida,Physisporinus,vitreus,2
Florida,Pleurocollybia,amara,2
Florida,Pleurotus,dryinus,2
Florida,Pleurotus,viticola,2
Florida,Pluteus,longistriatus,2
Florida,Pluteus,mammillata,2
Florida,Pluteus,sphaerospora,2
Florida,Polyporus,curtipes,2
Florida,Polyporus,molliculus,2
Florida,Polyporus,mowryana,2
Florida,Porodisculus,pendulus,2
Florida,Postia,ptychogaster,2
Florida,Protostropharia,semiglobata,2
Florida,Psathyrella,candolleana,2
Florida,Pseudosperma,umbrinellum,2
Florida,Pulveroboletus,ravenelii,2
Florida,Resiniceum,bicolor,2
Florida,Resupinatus,applicatus,2
Florida,Rhizopogon,couchii,2
Florida,Rhodofomes,cajanderi,2
